rho_s,p_value,n,temperatures,variances,temperature_ranks,variance_ranks,rank_convention
0.39999999999999997,0.6,4,"[0.7, 0.4, 0.9, 0.1]","[787.0934663109076, 798.6297874016537, 811.6121812759571, 787.9476514782797]","[3.0, 2.0, 4.0, 1.0]","[1.0, 3.0, 4.0, 2.0]",1=lowest
