r,p_value,n,alpha,significant,persona_order,temperatures,variances
0.6137745186164562,0.38622548138354373,4,0.05,False,"['p1', 'p2', 'p3', 'p4']","[0.7, 0.4, 0.9, 0.1]","[787.0934663109076, 798.6297874016537, 811.6121812759571, 787.9476514782797]"
