single_assessment_theoretical_max_entropy,model_level_mean_entropy_min,model_level_mean_entropy_q1,model_level_mean_entropy_median,model_level_mean_entropy_q3,model_level_mean_entropy_max,normalized_model_mean_entropy_min,normalized_model_mean_entropy_max
1.0575424759098897,0.403599949631512,0.45062845576509547,0.4659306604219756,0.4876852929247041,0.6614909812513288,0.38163946964329937,0.625498262547038
